Purchased Date,School Year Purchased,Agency Name,LEAID,Technology,Purchase Description,Total Cost,Notes,Comment
9/28/17,2017-2018,Pampa Independent School District,4834170,Gaggle,"EMAIL ARCHIVING (EXCHANGE) - CONTRACTED/OUTSOURCED SERVICES, ALL OTHERS NOV. 1, 2017 - OCT. 31, 2018","$5,850 ",,
7/17/18,2018-2019,Pampa Independent School District,4834170,Gaggle,"GAGGLE SAFETY MANAGEMENT FOR GOOGLE DRIVE - SOFTWARE LICENSE/MAINTENANCE < $5,000 SERV: 07/01/2018 - 06/30/2019 ITEM # 1804-S - INVOICE # 35913","$3,450 ",,
10/22/18,2018-2019,Pampa Independent School District,4834170,Gaggle,"ARCHIVING EMAIL - EXCHANGE - SOFTWARE LICENSE/MAINTENANCE > $5,000 START 11/01/2018 END 10/31/2019 ITEM # 8007","$7,050 ",,
10/22/18,2018-2019,Pampa Independent School District,4834170,Gaggle,"ARCHIVING WAREHOUSE ACCOUNT (DORMANT LICENSE) SOFTWARE LICENSE/MAINTENANCE < $5,000 START 11/01/2018 END 10/31/2019 ITEM # 8301","$2,480 ",,
11/5/19,2019-2020,Pampa Independent School District,4834170,Gaggle,#8302-T ARCHIVING WAREHOUSE ACCOUNT (DORMANT LICENSE) STAFF SOFTWARE MAINTENANCE AND SUPPORT (NOT OTHERWISE CLASSIFIED),"$3,180 ",,
11/5/19,2019-2020,Pampa Independent School District,4834170,Gaggle,#1804-S GAGGLE SAFETY MANAGEMENT FOR GOOGLE DRIVE - STUDENTS SOFTWARE MAINTENANCE AND SUPPORT: MONITORING SOFTWARE,"$5,625 ",,
11/5/19,2019-2020,Pampa Independent School District,4834170,Gaggle,#8007 ARCHIVING EMAIL -EXCHANGE SOFTWARE MAINTENANCE AND SUPPORT (NOT OTHERWISE CLASSIFIED),"$6,700 ",,
11/10/20,2020-2021,Pampa Independent School District,4834170,Gaggle,Archiving Warehouse Staff,"$3,800 ",,
11/10/20,2020-2021,Pampa Independent School District,4834170,Gaggle,Gaggle Safety Management,"$5,835 ",,
11/10/20,2020-2021,Pampa Independent School District,4834170,Gaggle,Archiving Email,"$6,300 ",,
8/24/15,2015-2016,Paradise ISD,4834260,Gaggle,Gaggle Email Accounts,$956 ,,"""PISD does not use Gaggle and we do not monitor student or staff social media accounts."" ""Our records indicate that the District had a contract for the 2014-15 school year.  We do not have a record of a contract after that school year.  I am not trying to be evasive as I came to the District in 2018, so I have to rely on looking at records."" - Paul Uttley"
8/27/18,2018-2019,Pearland Independent School District,4834440,Social Sentinel,SOCIAL SENTINEL ANNUAL SERVICE ANNL-DATA-NE ANNUAL DATA FEE ANNUAL PERIOD 1 - 8/15/18 to 8/14/19,"$4,620 ",,
8/27/18,2018-2019,Pearland Independent School District,4834440,Social Sentinel,SOCIAL SENTINEL ANNUAL SERVICE ANNL-SVC-NE ANNUAL SERVICE FEE PERIOD 1 - 8/15/18 to 8/14/19,"$30,030 ",,
1/28/20,2019-2020,Pearland Independent School District,4834440,Social Sentinel,SOCIAL SENTINEL ANNUAL SERVICE ANNL-SVC-NE ANNUAL SERVICE FEE PERIOD 1 - 8/15/2019 To 8/14/2020,"$15,500 ",,
7/14/20,2020-2021,Pilot Point Independent School District,4834920,Go Guardian,GO GUARDIAN FILTERING AND MONI,"$13,343.09 ",,
1/11/19,2018-2019,Plainview Independent School District,4834440,Social Sentinel,2019 SOCIAL SENTINEL INTERLOCAL AGREEMENT 12-MONTH ANNUAL SUBSCRIPTION PRICING PER ATTACHED AGREEMENT FOR DISTRICT PURPOSES ONLY: PLEASE EMAIL PO WITH ATTACHED AGREEMENT TO wablount@esc17@net AND CC RICK GARCIA AND DALIA PARDO PRIORITY: 4,"$7,290 ",,
11/6/19,2019-2020,Plainview Independent School District,4835070,Securly,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (NOV 16-NOV 15 2020) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO JENNIFER@SECURLY.COM,"$1,806 ",,
11/6/19,2019-2020,Plainview Independent School District,4835070,Securly,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (NOV 16-NOV 15 2020) (SPEND DOWN) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO JENNIFER@SECURLY.COM,$270 ,,
11/6/19,2019-2020,Plainview Independent School District,4835070,Securly,"TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR PER DEVICE LEVEL 4 11/16/19 - PRICING PER ATTACHED QUOTE, USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO: JENNIFER@SECURLY.COM",$810 ,,
11/6/19,2019-2020,Plainview Independent School District,4835070,Securly,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR PER DEVICE 11/16/19-11/15/20 PRICING PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO: JENNIFER@SECURLY.COM,"$9,762 ",,
11/12/19,2019-2020,Plainview Independent School District,4835070,Securly,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (NOV 16-NOV 15 2020) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO JENNIFER@SECURLY.COM,"$1,182 ",,
9/21/20,2020-2021,Plainview Independent School District,4835070,Securly,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (11.16.2020-11.15.2021) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO AND ATTACHED QUOTE TO JOHN@SECURLY.COM AND CC SHELLEY ROBERTS,"$1,806 ",,
9/22/20,2020-2021,Plainview Independent School District,4835070,Securly,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR PER DEVICE 11/16/20-11/15/21 PRICING PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO: JOHN@SECURLY.COM AND CC: JENNIFER@SECURLY.COM,"$9,852 ",,
9/22/20,2020-2021,Plainview Independent School District,4835070,Securly,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (NOV 16-NOV 15 202/ NOV 15 2020) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO JOHN@SECURLY.COM,$270 ,,
9/28/20,2020-2021,Plainview Independent School District,4835070,Securly,TECHPILOT CONTROL TOWER SUBSCRIPTION 1 YEAR (NOV 16-NOV 15 2021) AS PER ATTACHED QUOTE USING CONTRACT: NCPA 01-79 FOR DISTRICT USE ONLY - EMAIL PO TO JENNIFER@SECURLY.COM,"$1,242 ",,
4/3/20,2019-2020,Pleasanton Independent School District,4835190,Go Guardian,Covid- 19 Admin Go Guardian,"$15,975 ",,
4/3/20,2019-2020,Pleasanton Independent School District,4835190,Go Guardian,Covid -19 Teacher Go Guardian,"$15,975 ",,
9/22/16,2016-2017,Ponder ISD,4835310,Gaggle,Gaggle Safety Mgmt - Google,"$5,728 ",,
9/12/17,2017-2018,Ponder ISD,4835310,Gaggle,Google Safety Management Renew,"$5,826 ",,
9/14/18,2018-2019,Ponder ISD,4835310,Gaggle,Gaggle Gmail/Drive Monitoring,"$7,088 ",,
9/20/19,2019-2020,Ponder ISD,4835310,Gaggle,Gaggle Safety Management,"$7,088 ",,
10/9/20,2020-2021,Ponder ISD,4835310,Gaggle,Gaggle Safety Management,"$7,312.50 ",,
8/13/15,2015-2016,Prairiland Independent School District,4835740,Go Guardian,Go Guardian license fee,"$1,540 ",,
7/19/16,2016-2017,Prairiland Independent School District,4835740,Gaggle,Safety manage Google students,"$3,660 ",,
8/2/17,2017-2018,Prairiland Independent School District,4835740,Gaggle,Gaggle student safety manage,"$2,376 ",,
8/2/18,2018-2019,Prairiland Independent School District,4835740,Gaggle,Software JH/HS chromebooks,"$2,160 ",,
7/22/19,2019-2020,Prairiland Independent School District,4835740,Gaggle,Annual renewal chromebk,"$2,160 ",,
7/22/19,2019-2020,Prairiland Independent School District,4835740,Gaggle,Annual renewal chromebk,"$2,160 ",,
8/27/20,2020-2021,Prairiland Independent School District,4835740,Gaggle,District - Gaggle,"$2,295 ",,
8/27/20,2020-2021,Prairiland Independent School District,4835740,Gaggle,District - Gaggle,"$2,295 ",,
6/23/16,2016-2017,Presidio Independent School District,4835800,Gaggle,E-MAIL MONITORING,"$1,227 ",,
6/23/16,2016-2017,Presidio Independent School District,4835800,Gaggle,E-MAIL MONITORING,"$1,227 ",,
6/23/16,2016-2017,Presidio Independent School District,4835800,Gaggle,E-MAIL MONITORING,"$1,227 ",,
6/23/16,2016-2017,Presidio Independent School District,4835800,Gaggle,E-MAIL MONITORING,"$1,227 ",,
3/31/17,2016-2017,Presidio Independent School District,4835800,Gaggle,RENEWAL - GAGGLE,"$1,357 ",,
3/31/17,2016-2017,Presidio Independent School District,4835800,Gaggle,RENEWAL - GAGGLE,"$1,357 ",,
4/12/19,2018-2019,Presidio Independent School District,4835800,Gaggle,EMAIL MONITORING,$904 ,,
4/12/19,2018-2019,Presidio Independent School District,4835800,Gaggle,EMAIL MONITORING,$907 ,,
4/12/19,2018-2019,Presidio Independent School District,4835800,Gaggle,EMAIL MONITORING,$904 ,,
3/16/15,2014-2015,Princeton Independent School District,4835850,Gaggle,29730 Gaggle email archive,"$4,000 ",,"""Princeton ISD stopped using Gaggle in the 2016-2017 school year. At that time, Princeton ISD was only using Gaggle for email archiving and not monitoring social media or email accounts. This was purely for record retention. At this time Princeton ISD does not use Gaggle or any of the software titles mentioned in your email. Princeton ISD does provide CIPA compliant filtering for all district accounts and devices."" - David Vincent, Director of Technology"
3/16/15,2014-2015,Princeton Independent School District,4835850,Gaggle,Gaggle email archive,"$4,000 ",,
3/16/15,2014-2015,Princeton Independent School District,4835850,Gaggle,29730 Gaggle email Warehouse,$768 ,,
2/8/16,2015-2016,Princeton Independent School District,4835850,Gaggle,Gaggle email bu,"$3,216 ",,
10/6/15,2015-2016,Prosper Independent School District,4836000,Gaggle,See Attached,"$7,080 ",,
9/22/16,2016-2017,Prosper Independent School District,4836000,Gaggle,See Attached Paperwork,"$8,190 ",,
9/19/17,2017-2018,Prosper Independent School District,4836000,Gaggle,Archiving Email License 10-01-2017 thru 09-30-2018,"$13,280 ",,
9/19/17,2017-2018,Prosper Independent School District,4836000,Go Guardian,Go Guardian Admin Teacher,"$76,650 ",,
9/21/18,2018-2019,Prosper Independent School District,4836000,Gaggle,Gaggle License Renewal,"$16,000 ",,
2/27/19,2018-2019,Prosper Independent School District,4836000,Gaggle,Archiving Email 2/1-9/30,"$13,320 ",,
9/10/19,2019-2020,Prosper Independent School District,4836000,Gaggle,See Quote 50790,"$25,000 ",,
9/10/20,2020-2021,Prosper Independent School District,4836000,Gaggle,Quote 55609,"$25,000 ",,
9/17/15,2015-2016,Quinlan ISD,4836240,Gaggle,GAGGLE ARCHIVING RENEWAL,"$8,895 ",,
9/9/16,2016-2017,Quinlan ISD,4836240,Gaggle,Archiving,"$10,140 ",,
9/14/17,2017-2018,Quinlan ISD,4836240,Gaggle,EMAIL ARCHIVING,"$9,870 ",,
10/10/18,2018-2019,Quinlan ISD,4836240,Gaggle,GOOGLE ARCHIVING,"$9,445 ",,
7/8/19,2019-2020,Quinlan ISD,4836240,Go Guardian,GO GUARDIAN RENEWAL,"$12,420 ",,
9/19/19,2019-2020,Quinlan ISD,4836240,Gaggle,ARCHIVING EMAIL-GOOGLE,"$4,005 ",,
9/19/19,2019-2020,Quinlan ISD,4836240,Gaggle,ARCHIVING WAREHOUSE ACCOUNT,"$1,840 ",,
9/14/20,2020-2021,Quinlan ISD,4836240,Gaggle,ARCHIVING EMAIL-GOOGLE,"$4,185 ",,
9/14/20,2020-2021,Quinlan ISD,4836240,Gaggle,ARCHIVING WAREHOUSE ACCT,"$2,160 ",,
1/22/19,2018-2019,Randolph Field ISD,4836450,Social Sentinel,Social Sentinel,"$2,208 ",,
11/2/20,2020-2021,Randolph Field ISD,4836450,Social Sentinel,Social Sentinel,"$2,208 ",,
11/2/20,2020-2021,Randolph Field ISD,4836450,Social Sentinel,Social Sentinel,"$2,208 ",,
7/30/15,2015-2016,Raymondville Independent School District,4836540,Gaggle,"GAGGLE LMS (EMAIL, COLLABORATION TOOLS & ACTIVE ACCOUNT PROVISIONING)","$4,200 ",,
7/30/15,2015-2016,Raymondville Independent School District,4836540,Gaggle,WEB SITE HOSTING,"$5,970 ",,
3/7/16,2015-2016,Raymondville Independent School District,4836540,Gaggle,TRAINING (WEBINAR),$495 ,,
7/11/16,2016-2017,Raymondville Independent School District,4836540,Gaggle,"WEB SITE HOSTING - JULY 1, 2016 - JUNE 30, 2017","$5,970 ",,
4/11/16,2015-2016,Redwater ISD,4836750,Gaggle,Gaggle Safety Student Email,"$3,395 ",,
4/4/17,2016-2017,Redwater ISD,4836750,Gaggle,Student Drive/Email Monitoring,"$5,473 ",,
4/25/18,2017-2018,Redwater ISD,4836750,Gaggle,Google Safety Management,"$5,610 ",,
5/7/19,2018-2019,Redwater ISD,4836750,Gaggle,Drive+Email Student Monitoring,"$5,610 ",,
6/8/20,2019-2020,Redwater ISD,4836750,Gaggle,Student Drive+Mail Monitoring,"$6,077.50 ",,
11/30/20,2020-2021,Redwater ISD,4836750,Securly,SECURLY CONTENT FILTERING YR 2,"$3,115.75 ",,
4/12/21,2020-2021,Rivercrest ISD,4842120,Securly,SECURLY ANYWHERE FILTER,"$2,922.50 ",,"""We purchased Securely (sic) on recommendation from our regional education service center to help provide a filter for our student devices.  Securly is our content filter that is installed on all our district owned devices. The purpose is to filter websites that could be harmful to students and it does monitor for certain keywords when students are searching using words that have to do with self-harm or violence.  

Securely gives us the ability to block or allow websites depending on the need of the District and certain categories of sites are automatically blocked for students.   Things like pornography, dating, gambling and some shopping sites, for example, are some sites that Securly automatically blocks.  It is used primarily as a preventative tool and not a monitoring tool. 

The parents were notified that we would be using filtering technology but because it was used for a filtering tool they could not opt-out if they were using a district device."" -Stanley Jessee, Superintendent"
12/17/19,2019-2020,Robert Lee Independent School District,4837380,Securly,SECURLY,$907.50 ,,
2/23/21,2020-2021,Robert Lee Independent School District,4837380,Go Guardian,GO GUARDIAN TEACHER,$782.50 ,,
2/12/19,2018-2019,Rockwall Ind Sch Dist 901,4837650,Gaggle,Gaggle Safety Management for Google (1/25/19 - 6/30/19),"$19,532 ",,
7/17/19,2019-2020,Rockwall Ind Sch Dist 901,4837650,Gaggle,Gaggle Safety Management for Google - Student (7/1/19 -,"$56,500 ",,
12/3/19,2019-2020,Rockwall Ind Sch Dist 901,4837650,Gaggle,SAFTY MANAGEMENT PROGRAM FOR OFFICE 365 EMAIL-STAFF,"$10,500 ",,
6/25/20,2020-2021,Rockwall Ind Sch Dist 901,4837650,Gaggle,Gaggle Safety Management for Google Drive - Students (Grades K-6: Drive,"$21,000 ",,
6/25/20,2020-2021,Rockwall Ind Sch Dist 901,4837650,Gaggle,Gaggle Safety Management for Google - Student (Grades 7-12: Drive + Email),"$42,625 ",,
6/26/20,2020-2021,Rockwall Ind Sch Dist 901,4837650,Gaggle,Gaggle Safety Management for Office 365 Email - Staff (7/1/20 - 6/30/21),"$19,800 ",,
6/4/15,2014-2015,Round Rock ISD,4838080,Gaggle,DATA MIGRATION FROM GAGGLE TO GOOGLE VAULT,"$85,098 ",,"""Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? The District purchased Gaggle eight years ago to support the district's implementation of Google Applications for Education and to provide an extra layer of protection for our students by filtering data of student accounts. We consider it an additional safety tool to help identify student concerns and to assist with directing the appropriate resources to address issues such as suicidal ideation, self-harm, bullying, inappropriate content, and exploitation. The District learned about the technology and felt it would be beneficial after seeing a need for the technology in response to incidents as mentioned above.
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) Gaggle monitors students use of Google Suite of applications including Gmail and Google docs, flagging key words. Gaggle scans students using their gmail and Google drive irregardless if they are using a district provided or personal device.
Do you still use this technology? If not, why did you stop? If so, why is it still worth it? The District currently uses Gaggle. 
Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members?
All students. If a student is logged into their Gmail/Google drive regardless of device, the information is monitored. 
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? We have used Social Sentinel in the past for social media monitoring, but are not currently using it.
Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""? The student handbook states: We believe that the tools provided by the G Suite for Education closely align with international standards for technology integration as well as with our state and district standards. For instructional and administrative purposes, students are automatically given access to G Suite for Education accounts on the first day of school. In RRISD, G Suite for Education runs on an internet domain owned by RRISD and is intended for educational use only. All student email and the contents of student-created Google documents in Google Drive are actively monitored by RRISD staff and third-party contracted services. As a cloud-based suite, G Suite for Education will be available at school and at home via the web. RRISD uses a robust content filter, but, with all online activity, there is always a chance a student could be exposed to inappropriate content.
All students/parents sign a technology use agreement that describes that the technology will be used to monitor activity for the purposes of cyber security in an attempt to keep the educational environment, online and in person, as safe as possible. The main focus for the District in using these systems is to stay as up to date as possible in monitoring the wellbeing of the whole child, including mental wellness and online safety.
What policies did/do you have in place specifically governing the use of this technology by District officials?
All users are required to acknowledge receipt and understanding of all administrative regulations governing the use of the District’s technology resources and shall agree in writing to allow monitoring of their use and to comply with such regulations and guidelines. 
Who all has/had access to reports/alerts generated by this technology? The Chief of Police, Director of Behavioral Health, and the Associate Director of Administrative Projects. Campus administrators and counselors have access to the alerts for their campus. 
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? There is a documented case where a student planned to die by suicide one weekend in their home. The student logged into their student account and wrote a farewell letter, drafting individual goodbyes to each family member. Gaggle caught it based on keywords and an actual person from Gaggle notified safety & security. Local law enforcement was immediately contacted and requested to conduct a welfare check at the student's home. The student admitted to being bullied, had the means available, and was actively planning to die by suicide.
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? Gaggle can alert us if a student is sharing pornographic images. 
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. Investigations of Gaggle Alerts have led to student/parent conferences, suspension of computer access, and other consequences as found in our student code of conduct."" - Jenny LaCoste-Caputo, Chief of Public Affairs and Communications"
